date,person_name,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,tax,loan_status
08-01-2004,Josué Rodrigo Pataias,21.0,female,Bachelor,19298.0,0.0,RENT,1508.0,MEDICAL,10.74,0.08,2.0,578.0,Yes,1,Rejected
27-11-2003,Vanise Domigos,22.0,male,Associate,78823.0,0.0,MORTGAGE,4000.0,DEBTCONSOLIDATION,7.14,0.05,4.0,624.0,Yes,1,Rejected
04-11-1993,Ricardo Raul Gralheiro,32.0,female,Master,49234.0,10.0,RENT,4000.0,MEDICAL,13.49,0.08,8.0,689.0,Yes,1,Rejected
16-09-2001,Emerson Platine Varejoo,24.0,female,Bachelor,25833.0,1.0,RENT,5685.0,EDUCATION,8.4,0.22,4.0,558.0,Yes,1,Pending
26-04-2003,Adirio Montalvoo,22.0,M,High School,46771.0,0.0,RENT,4100.0,MEDICAL,11.49,0.09,,583.0,Yes,1,Pending
23-11-1997,Jayson Alexandre Sarrudo,28.0,M,Associate,37149.0,5.0,MORTGAGE,10500.0,VENTURE,8.94,0.28,8.0,641.0,Yes,1,Rejected
13-12-2001,David Riu Laureano,24.0,female,Bachelor,144872.0,0.0,MORTGAGE,15345.0,PERSONAL,13.7,0.11,2.0,594.0,Yes,1,Rejected
05-04-2000,Sara Olinda Cameira,25.0,male,Mstr,80570.0,3.0,RENT,25000.0,MEDICAL,17.93,0.31,4.0,612.0,No,1,Approved
15-11-1999,Ana Glória Carriça,26.0,male,Bachelor,68636.0,2.0,RENT,12000.0,DEBTCONSOLIDATION,10.88,0.17,6.0,586.0,Yes,1,Rejected
21-04-1997,Dion Salgueirinho,28.0,Woman,High School,86932.0,3.0,RENT,5000.0,MEDICAL,11.12,0.06,8.0,587.0,No,1,Approved
14-01-2000,Giovani Valentim Tomasini,25.0,male,HS,38317.0,1.0,RENT,9763.0,VENTURE,15.91,0.25,3.0,583.0,No,1,Approved
03-06-1966,David Júlio Gradiz,59.0,male,High School,210967.0,37.0,RENT,12000.0,PERSONAL,10.59,0.06,27.0,656.0,Yes,1,Rejected
06-08-2001,Vénia Canteiro,24.0,female,High School,43994.0,0.0,RENT,13000.0,DEBTCONSOLIDATION,7.29,0.3,3.0,617.0,No,1,Approved
21-03-1995,Kailanny Nobrega,30.0,male,High School,166680.0,10.0,MORTGAGE,10000.0,HOMEIMPROVEMENT,10.99,0.06,10.0,619.0,No,1,Approved
09-05-1994,Micaela Olufemi Buraco,31.0,female,High School,66853.0,10.0,RENT,11000.0,MEDICAL,10.16,0.16,9.0,674.0,Yes,1,Pending
14-05-2002,Mihir Corgulho,23.0,male,Bachelor,78736.0,3.0,MRTG,6000.0,EDUCATION,11.48,,4.0,658.0,Yes,1,Rejected
28-02-2004,Hermenegildo Manuel Anunciaçoo,21.0,female,Bachelor,102820.0,0.0,RENT,12000.0,VENTURE,11.97,0.12,2.0,668.0,Yes,1,Pending
12-07-2000,Vítor José Lapão,25.0,male,Associate,121139.0,0.0,MORTGAGE,8000.0,MEDICAL,14.66,0.07,4.0,622.0,Yes,1,Pending
18-01-1990,Heiden Arcozelo,35.0,M,High School,87120.0,12.0,MORTGAGE,10750.0,DEBTCONS,7.51,0.12,9.0,596.0,No,1,Rejected
10-10-1985,Riyam Mazin Nicola,40.0,male,Associate,36996.0,14.0,RENT,10654.0,VENTURE,11.21,0.29,14.0,680.0,No,1,Approved
05-04-1994,Rita Cássia Virginio,31.0,female,Master,91455.0,8.0,RENT,14000.0,MEDICAL,11.99,0.15,6.0,588.0,Yes,1,Rejected
02-05-1991,Georgino Basofias,34.0,Men,High School,37024.0,7.0,RENT,11982.0,DEBTCONS,9.69,0.32,6.0,613.0,No,1,Approved
16-07-2002,Candinho Poeta,23.0,male,Associate,85524.0,2.0,MORTGAGE,14500.0,EDUCATION,5.99,0.17,3.0,,Yes,1,Pending
10-03-1998,Teresinha de Jesus Chambino,27.0,male,Bachelor,109305.0,1.0,RENT,19200.0,HOMEIMPROVEMENT,6.99,0.18,8.0,509.0,Yes,1,Rejected
08-02-2001,Ivan Miguel Grilo,24.0,female,High School,39410.0,2.0,RNT,3000.0,MEDICAL,10.89,0.08,4.0,624.0,Yes,1,Rejected
01-09-1998,Jorge Samuel Prada,27.0,male,Bachelor,117566.0,5.0,MORTGAGE,1500.0,DEBTCONSOLIDATION,10.95,0.01,10.0,638.0,Yes,1,Rejected
08-03-2000,Daniela Samaritana Lalanda,25.0,male,Associate,56083.0,4.0,RENT,11000.0,VENTURE,12.35,0.2,3.0,549.0,Yes,1,Rejected
16-08-1999,Victória Prince Sapage,26.0,female,Associate,38681.0,2.0,RENT,3600.0,VENTUREE,9.87,0.09,4.0,638.0,Yes,1,Rejected
27-03-1999,Deyvan Martelo,26.0,female,Bachelor,53782.0,2.0,MORTGAGE,20000.0,PERSON,17.27,0.37,2.0,642.0,No,1,Pending
07-01-1996,Julciane Lapão,29.0,female,High School,118606.0,4.0,MORTG,14000.0,MEDICAL,9.54,0.12,5.0,624.0,Yes,1,Rejected
13-04-2001,Jayden Aaron Baião,24.0,male,Associate,109978.0,3.0,MORTGAGE,2400.0,DEBTCONSOLIDATION,9.91,0.02,4.0,613.0,No,1,Rejected
06-05-2003,Ghassan Marugeiro,22.0,male,Bachelor,65784.0,2.0,RENT,2000.0,MEDICAL,18.3,0.03,4.0,641.0,No,1,Approved
09-11-1999,Sara Sabrina Soreto,26.0,male,Bachelor,90951.0,3.0,MORTGAGE,6375.0,MEDICAL,5.99,0.07,3.0,637.0,No,1,Rejected
02-01-1996,Valdir Tomás Curto,29.0,female,Bachlor,27302.0,8.0,OWN,8079.0,DEBTCONS,6.58,0.3,6.0,679.0,No,1,Rejected
12-12-2002,Analú Mácario,23.0,male,Master,36732.0,4.0,RNT,7700.0,PERSONAL,16.77,0.21,4.0,647.0,No,1,Approved
08-05-1987,Kenzo Maganinho,38.0,M,High School,36995.0,13.0,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.22,0.27,14.0,641.0,Yes,1,Pending
07-07-2002,Daniel Eduardo Malos,23.0,male,Assoc,36960.0,0.0,RENT,10000.0,DEBTCONSOLIDATION,16.0,0.27,4.0,556.0,No,1,Approved
03-03-1982,Nivéria Aresta,43.0,male,Bachelor,75254.0,22.0,MORTGAGE,20000.0,EDUCATION,10.25,0.27,14.0,656.0,Yes,1,Rejected
09-04-1996,Juno Afonso Carriço,29.0,male,Bachelor,74524.0,8.0,RENT,15000.0,VENTURE,14.96,0.2,10.0,687.0,No,1,Approved
26-06-1990,Jessica Teri Bivar,35.0,male,Associate,138813.0,9.0,RENT,2850.0,HOMEIMPROVEMENT,8.57,0.02,11.0,616.0,Yes,1,Rejected
02-01-2003,Azmina Graveto,22.0,male,Bachelor,126722.0,0.0,MORTGAGE,19129.0,EDUCATION,11.99,0.15,3.0,672.0,Yes,1,Rejected
04-12-2000,Andrés Souto,25.0,male,High School,43222.0,1.0,RENT,7200.0,MEDICAL,8.9,0.17,3.0,666.0,No,1,Rejected
13-11-2000,Zeina Furtuna,25.0,male,Bachelor,145085.0,3.0,RENT,10000.0,DEBTCONSOLIDATION,9.32,0.07,2.0,576.0,Yes,1,Rejected
01-02-2001,Yzaque Gracinda,24.0,male,High School,32021.0,2.0,RENT,4200.0,PERSONAL,16.0,0.13,2.0,665.0,No,1,Approved
22-03-1999,Priyan Galocha,26.0,female,BSc,43021.0,6.0,RENT,15000.0,HOMEIMPROVEMENT,13.98,0.35,2.0,620.0,No,1,Approved
21-06-1997,Isabela Francisca Pico,28.0,male,Bachelor,54103.0,5.0,MRTG,7532.0,PERSONAL,7.92,0.14,8.0,654.0,Yes,1,Rejected
19-06-1992,Hélder David Alipio,33.0,Men,Bachelor,127154.0,10.0,MORTGAGE,26375.0,HOMEIMP,9.91,0.21,9.0,587.0,Yes,1,Pending
11-06-1990,Eremira Papel,35.0,M,High School,87187.0,15.0,MORTGAGE,10757.0,DEBTCONSOLIDATION,7.45,0.12,9.0,539.0,No,1,Pending
24-05-2004,Mohammed Saboga,21.0,female,High School,59664.0,1.0,MORTGAGE,14000.0,VENTURE,11.01,0.23,3.0,619.0,Yes,1,Rejected
04-10-1992,Janosch Berrincinha,33.0,male,Master,141789.0,8.0,MORTGAGE,16000.0,MEDICAL,15.99,0.11,5.0,681.0,No,1,Pending
17-04-2004,Penor Delages,21.0,female,Bachelor,37028.0,0.0,RENT,7500.0,EDUCATION,11.83,0.2,4.0,666.0,No,1,Rejected
28-04-1997,Tahyra Rôla,28.0,female,Bachelor,41551.0,4.0,RENT,5000.0,PERSON,7.9,0.12,5.0,679.0,No,1,Pending
17-03-1994,Misael António Carvalhino,31.0,male,Master,46572.0,10.0,OWN,10400.0,VENTUREE,11.49,0.22,10.0,708.0,Yes,1,Pending
10-10-1987,David Mussa Supico,38.0,male,Bachelor,67073.0,17.0,MORTGAGE,11700.0,DEBTCONSOLIDATION,7.66,0.17,13.0,703.0,Yes,1,Rejected
06-08-1990,Ariana Alexandra Duvergé,35.0,male,Bachelor,145045.0,12.0,MORTGAGE,8934.0,MEDICAL,11.82,0.06,7.0,666.0,Yes,1,Rejected
07-09-1996,Nelo Carvoo,29.0,male,Associate,26077.0,4.0,RENT,6000.0,EDU,12.42,0.23,6.0,540.0,Yes,1,Rejected
01-05-1997,Maria Papoila Alhau,28.0,male,High School,56042.0,6.0,RENT,2884.0,VENTURE,12.52,0.05,8.0,624.0,Yes,1,Rejected
12-10-2002,Lourenço David Castiço,23.0,male,High School,55556.0,0.0,MORTGAGE,9492.0,MEDICAL,10.34,0.17,2.0,650.0,Yes,1,Rejected
10-03-2001,Qianyu Conduto,24.0,female,High School,69377.0,2.0,MORTGAGE,6000.0,EDUCATION,5.99,0.09,3.0,548.0,Yes,1,Rejected
27-06-1998,Henrique Manuel Carrapico,27.0,male,Associate,78686.0,8.0,RNT,5000.0,DEBTCONSOLIDATION,13.99,0.06,9.0,657.0,No,1,Pending
02-03-1986,Duarte Miguel Tojal,39.0,male,BSc,242263.0,16.0,RENT,13500.0,VENTURE,11.49,0.06,14.0,605.0,Yes,1,Rejected
16-12-1996,Aliya Jade Junqueira,29.0,female,Bachelor,81467.0,8.0,MORTGAGE,10000.0,DEBTCONSOLIDATION,11.14,0.12,9.0,674.0,Yes,1,Pending
23-09-1996,Aissa Djaba Tregeira,29.0,male,High School,37293.0,3.0,RNT,3000.0,MEDICAL,7.32,0.08,8.0,582.0,Yes,1,Pending
18-05-2002,Thays Parada,23.0,male,Bachelor,49219.0,0.0,RNT,6000.0,EDUCTION,5.79,0.12,4.0,659.0,Yes,1,Rejected
20-02-1996,Julia Maya Noble,29.0,male,Associate,128279.0,4.0,MRTG,8770.0,VENTURE,8.9,0.07,4.0,651.0,Yes,1,Rejected
29-05-1995,Pedro Armando Junca,30.0,female,H-School,73006.0,11.0,RENT,18950.0,PERSONAL,15.96,0.26,6.0,651.0,No,1,Approved
23-04-1998,Romeu Filipe Urania,27.0,female,Bachelor,72948.0,6.0,RENT,7000.0,MED,6.99,0.1,8.0,697.0,No,1,Pending
25-10-2002,João Manoel Duverge,23.0,female,Bachelors,48936.0,3.0,OWN,5000.0,MEDICAL,8.49,0.1,4.0,676.0,No,1,Pending
04-01-1999,Ruanito Cunha,26.0,female,Associate,100914.0,5.0,RENT,25000.0,EDUCATION,12.52,0.25,3.0,611.0,No,1,Pending
22-01-2000,Disa Maroco,25.0,F,Highschool,132714.0,0.0,OTHER,8000.0,VENTURE,9.32,0.06,3.0,610.0,Yes,1,Pending
10-08-2000,Anildo Gosto,25.0,female,Master,65550.0,6.0,RNT,7000.0,DEBTCONSOLIDATION,20.0,0.11,3.0,601.0,No,1,Approved
21-08-2000,Léanna Silva,25.0,female,Associate,34002.0,4.0,RENT,2200.0,MEDICAL,12.53,0.06,,602.0,Yes,1,Rejected
28-07-2000,Biyu Boa,25.0,female,Master,76733.0,2.0,RENT,20000.0,MEDICAL,12.42,0.26,3.0,656.0,No,1,Approved
02-11-2003,Ana Duarte Horteloo,22.0,male,BSc,31921.0,0.0,RENT,4800.0,MEDICAL,,0.15,4.0,676.0,No,1,Rejected
23-09-1995,Mesaque Pérola,30.0,male,Assoc. Degree,173921.0,10.0,MORTGAGE,35000.0,PERSONAL,12.12,0.2,8.0,566.0,Yes,1,Pending
11-07-1999,Isis Vitória Seoane,26.0,male,Associate,54943.0,6.0,RENT,7000.0,EDUCATION,,0.13,4.0,530.0,Yes,1,Rejected
11-03-2004,Tamara Isabel Rentinho,21.0,female,Highschool,67543.0,0.0,RENT,4000.0,DEBTCONS,13.35,0.06,2.0,688.0,Yes,1,Rejected
27-08-1995,Iag Rilho,30.0,F,Associate,58573.0,7.0,RENT,4000.0,PERSONAL,12.1,0.07,6.0,632.0,Yes,1,Rejected
08-08-2004,Djamson Gorjoo,21.0,female,Associate,48675.0,0.0,RENT,12000.0,VENTUREE,7.9,0.25,3.0,579.0,Yes,1,Pending
19-12-1996,Andrés Madanelo,29.0,Men,Bachelor,43018.0,5.0,RNT,3600.0,EDUCATION,8.94,0.08,10.0,597.0,No,1,Rejected
16-12-2002,Caia Tsiha Folques,23.0,female,Bachelor,53566.0,1.0,RENT,7500.0,MEDICAL,15.96,0.14,4.0,626.0,No,1,Pending
20-06-1998,Manuel Duarte Fradilha,27.0,M,Bachelor,139037.0,2.0,MORTGAGE,8000.0,MDICAL,7.51,0.06,7.0,686.0,Yes,1,Rejected
08-12-1999,Ben Wallid Basílio,26.0,male,Bachelor,75477.0,4.0,MORTGAGE,1600.0,PERSON,12.61,0.02,4.0,660.0,Yes,1,Pending
13-09-2001,Emídio Fernando Beato,24.0,female,High School,63465.0,0.0,MORTGAGE,15000.0,PERSONAL,13.98,0.24,3.0,602.0,No,1,Rejected
05-04-1992,Enzo Felipe Brigido,33.0,male,High School,65881.0,13.0,MORTGAGE,16000.0,EDUCATION,18.67,0.24,10.0,668.0,No,1,Approved
04-03-2003,Laith Grencho,22.0,female,MSc,58517.0,0.0,OWN,2400.0,PERSONAL,11.46,0.04,3.0,679.0,No,1,Rejected
20-05-2000,Leonardo Delfim Pirre,25.0,male,Bachelor,60777.0,3.0,RENT,0.0,HOMEIMPROVEMENT,12.19,0.21,3.0,679.0,Yes,1,Pending
09-01-2003,Kelly Taís Saudade,22.0,male,Associate,32271.0,0.0,RENT,7125.0,EDUCATION,5.79,0.22,2.0,603.0,No,1,Rejected
21-07-2001,Manassa Fuschini,24.0,male,High School,67194.0,2.0,MORTG,15000.0,PERSONAL,6.62,0.22,3.0,570.0,Yes,1,Rejected
05-06-2002,Constança Gabriela Corino,23.0,male,HS,88355.0,0.0,MORTG,12000.0,EDUCATION,16.37,0.14,3.0,481.0,Yes,1,Rejected
17-11-2000,Kadilson Lucas Gavinho,25.0,F,High School,41912.0,5.0,RNT,5000.0,VENTURE,9.38,0.12,3.0,663.0,No,1,Pending
16-09-2003,Eulyame Carapito,22.0,female,High School,51630.0,0.0,RENT,10500.0,EDUCATION,8.49,0.2,2.0,568.0,No,1,Pending
14-03-1992,Valentim Tomé Mónica,33.0,male,Master,90692.0,8.0,RENT,10000.0,HOMEIMPROVEMENT,8.96,0.11,7.0,718.0,Yes,1,Rejected
17-07-1998,Faustina do Carmo Cobrado,27.0,Men,Bachelor,150854.0,6.0,MORTGAGE,15628.0,PERSONAL,9.18,0.1,4.0,633.0,No,1,Pending
02-06-1988,Ausendo Duroo,37.0,male,Bachelor,127205.0,13.0,RENT,14000.0,DEBTCONSOLIDATION,6.03,0.11,11.0,625.0,No,1,Rejected
05-03-1998,Valdomero Tojeira,27.0,Men,Bachelor,24665.0,6.0,RENT,9575.0,HOME-IMPROVE,6.62,0.39,9.0,603.0,No,1,Approved
27-12-2003,Isabete Espinosa,22.0,male,Associate,79025.0,0.0,MORTGAGE,13000.0,EDUCATION,13.23,0.16,2.0,593.0,Yes,1,Pending
29-12-2003,Frederico Miguel Eliseu,22.0,male,Associate,43928.0,0.0,RNT,2500.0,MEDICAL,15.62,0.06,2.0,650.0,No,1,Approved
03-09-2002,André José Junca,23.0,male,High School,45180.0,0.0,OWN,6000.0,EDUCATION,8.9,0.13,3.0,637.0,Yes,1,Pending
08-11-2001,Jean Lucas Bessa,24.0,male,Master,168956.0,1.0,MORTGAGE,25000.0,HOMEIMPROVEMENT,10.36,0.15,2.0,695.0,No,1,Rejected
26-07-2003,Airam Romana Peraboa,22.0,female,High School,30705.0,1.0,OWN,10000.0,EDU,11.01,0.33,4.0,513.0,Yes,1,Pending
22-12-1998,Ciana Cláudia Boeira,27.0,female,Master,47888.0,8.0,RNT,8000.0,EDUCATION,11.03,0.17,9.0,667.0,No,1,Pending
24-10-2003,Patrícia Filipa Sénica,22.0,female,BSc,48610.0,1.0,MORTGAGE,14125.0,EDUCATION,12.42,0.29,4.0,618.0,No,1,Approved
02-04-2001,Bruna Matilde Melfe,24.0,male,H-School,43155.0,2.0,RENT,13400.0,MDICAL,11.01,0.31,3.0,622.0,No,1,Pending
21-01-1996,Dennys Florencio,29.0,male,Bachelor,55820.0,5.0,MORTGAGE,2000.0,PERSON,7.88,0.04,10.0,681.0,Yes,1,Rejected
06-04-2004,Eduardo Stelvio Codeco,21.0,male,Master,84922.0,2.0,RENT,9700.0,MDICAL,12.53,0.11,4.0,621.0,Yes,1,Rejected
02-01-2000,Clara Cristina Joaquim,25.0,male,Bachelor,48741.0,1.0,OWN,12000.0,VENTURE,8.94,0.25,3.0,564.0,Yes,1,Pending
23-02-1996,Yara Núria Janelas,29.0,Men,Bachelor,116436.0,6.0,MORTGAGE,10000.0,HOMEIMPROVEMENT,11.01,0.09,5.0,632.0,Yes,1,Rejected
23-11-1993,Lucas Martin Quaresma,32.0,male,Bachelor,480914.0,7.0,MORTGAGE,18019.0,EDUCATION,7.57,0.04,7.0,676.0,No,1,Rejected
11-01-1998,Lobo Pucarinho,27.0,female,Bachelor,13004.0,7.0,RENT,1200.0,VENTURE,14.11,0.09,6.0,709.0,No,1,Pending
08-12-2002,Sam Shaw Lá,23.0,female,Master,94363.0,0.0,RENT,25000.0,VENTURE,16.32,0.26,3.0,576.0,No,1,Approved
21-02-1993,Bárbara Matilde Barquina,32.0,male,Associate,30853.0,9.0,RENT,10753.0,PERSONAL,12.51,0.35,7.0,685.0,No,1,Approved
16-08-1998,Ashley Yasmin Bulhosa,27.0,male,Bachelor,111835.0,4.0,RENT,13000.0,DEBTCONSOLIDATION,7.65,0.12,5.0,628.0,No,1,Rejected
18-02-1999,Garance Marie Mathild Graziela,26.0,male,High School,241030.0,3.0,MORTG,15000.0,EDUCTION,14.79,0.06,3.0,626.0,Yes,1,Pending
16-04-1998,André Guilherme Chagas,27.0,male,HS,151189.0,7.0,MORTGAGE,9000.0,EDUCATION,7.51,0.06,6.0,563.0,Yes,1,Rejected
01-05-1994,Marlon Nataniel Rede,31.0,female,Associate,37163.0,2.0,MORTGAGE,4000.0,MEDICAL,15.62,0.11,7.0,571.0,No,1,Pending
12-03-1998,Fine Bimba,27.0,female,Associate,76469.0,5.0,MORTG,4000.0,DEBTCONS,6.99,0.05,7.0,619.0,Yes,1,Rejected
01-04-1995,Tomás Pedro Castiço,30.0,male,Bachelor,121134.0,5.0,MORTGAGE,10000.0,PERSONL,6.17,0.08,9.0,627.0,Yes,1,Rejected
04-12-1993,João Domingos Pantanal,32.0,Men,Associate,114955.0,13.0,MORTGAGE,5000.0,PERSONAL,7.51,0.04,10.0,614.0,Yes,1,Rejected
04-12-1995,Adab Relvas,30.0,male,Associate,109019.0,5.0,RENT,6400.0,EDUCATION,6.62,0.06,7.0,641.0,Yes,1,Rejected
30-12-1982,André Gabriel Garrim,43.0,male,Associate,78916.0,19.0,MORTGAGE,7200.0,VENTURE,16.29,0.09,17.0,662.0,No,1,Rejected
29-05-1995,Fateh Bumba,30.0,female,Bachelor,78977.0,,MORTGAGE,6200.0,PERSON,11.01,0.08,5.0,691.0,No,1,Pending
30-07-2000,Lianny Maria Lisboa,25.0,Woman,High School,64871.0,2.0,RENT,3000.0,DEBTCONSOLIDATION,13.99,0.05,4.0,583.0,No,1,Rejected
25-04-2003,Jessana Genoveva,22.0,female,Associate,36864.0,0.0,RENT,,MEDICAL,18.25,0.14,2.0,676.0,No,1,Approved
10-12-1992,Kênia Carmo,33.0,male,Master,32178.0,11.0,RENT,5000.0,PERSONAL,10.75,0.16,6.0,590.0,Yes,1,Pending
11-04-2001,Marvarid Brizio,24.0,female,Associate,90696.0,3.0,MORTGAGE,12000.0,HOMEIMPROVEMENT,6.92,0.13,4.0,553.0,Yes,1,Rejected
07-12-1987,Quar Semedo,38.0,female,Assoc. Degree,110573.0,14.0,MORTGAGE,9000.0,HOMEIMPROVEMENT,12.68,0.08,16.0,700.0,Yes,1,Pending
05-05-2004,Diana Kaiyan Abrunhosa,21.0,M,Bachelor,53711.0,1.0,MORTGAGE,12000.0,DEBTCONS,11.01,0.22,2.0,650.0,Yes,1,Rejected
02-11-2003,Gisola Roca,22.0,M,Bachelor,36375.0,0.0,RENT,7000.0,EDUCATION,14.22,0.19,3.0,624.0,No,1,Approved
12-10-1998,Arielly Mouroo,27.0,male,Bachelor,47763.0,4.0,RENT,7000.0,PERSON,13.46,0.15,7.0,610.0,No,1,Approved
22-06-1999,Inaia Celeste Escadas,26.0,male,Master,188159.0,1.0,MORTGAGE,15000.0,EDUCTION,12.81,0.08,4.0,668.0,Yes,1,Rejected
23-04-1994,Geovana Ivo,31.0,female,Bachelor,75238.0,5.0,RENT,9024.0,MEDICAL,11.6,0.12,9.0,,Yes,1,Rejected
10-12-1998,Ana Flor Nereu,27.0,Woman,Bachelor,29798.0,4.0,OWN,6000.0,PERSONAL,8.9,0.2,10.0,699.0,No,1,Rejected
12-08-2002,Tiago Luca Carrão,23.0,Woman,Master,87479.0,3.0,RENT,19000.0,MEDICAL,10.99,0.22,4.0,671.0,Yes,1,Pending
24-01-1999,Priyanka Abrantes,26.0,female,Bachelor,80460.0,5.0,MORTGAGE,15000.0,VENTURE,10.27,0.19,4.0,674.0,Yes,1,Rejected
14-09-2001,Tomás António Samora,24.0,female,Associate,78929.0,2.0,OWN,6000.0,PERSONAL,11.36,0.08,2.0,691.0,Yes,1,Rejected
18-08-2001,Artur Caetano Alcantara,24.0,female,High School,75892.0,0.0,RENT,15000.0,EDUCATION,9.45,0.2,2.0,587.0,Yes,1,Rejected
07-11-1995,Helda Safira Azinhaga,30.0,female,Bachelor,132814.0,8.0,RENT,3600.0,DEBTCONSOLIDATION,10.71,0.03,8.0,691.0,Yes,1,Rejected
18-10-1990,Sá Cerca,35.0,Woman,Bachelor,109203.0,15.0,RENT,13000.0,PERSONAL,9.32,0.12,9.0,661.0,No,1,Pending
07-01-1991,Alberto Duarte Rosedo,34.0,male,Bachelor,64601.0,12.0,RENT,13000.0,DEBTCONSOLIDATION,10.62,0.2,8.0,565.0,Yes,1,Rejected
28-06-1999,Janardo Alcântara,26.0,M,High School,156977.0,8.0,MORTGAGE,4000.0,MEDICAL,10.99,0.03,3.0,647.0,No,1,Rejected
29-09-2004,Miliza Dejardim,21.0,female,High School,53733.0,0.0,MORTGAGE,6000.0,MEDICAL,12.61,0.11,3.0,637.0,No,1,Approved
27-06-2001,Evanildo Palrinhas,24.0,female,Bachelor,74165.0,4.0,RENT,12000.0,VENTUREE,11.01,0.16,3.0,697.0,Yes,1,Rejected
15-01-1994,Naíma Daniela Cabeças,31.0,M,High School,10891.0,8.0,RNT,2720.0,DEBTCONSOLIDATION,7.29,0.25,8.0,581.0,No,1,Pending
18-03-2000,Arisha Bagina,25.0,M,High School,63607.0,2.0,RENT,20000.0,VENTURE,10.99,0.31,3.0,647.0,No,1,Approved
12-06-2001,Tiago Frederico Vigario,24.0,male,Bachelor,72950.0,0.0,RENT,12000.0,DEBTCONS,12.28,0.16,2.0,596.0,Yes,1,Rejected
25-08-1993,Honey Sunil Floro,32.0,male,High School,49174.0,10.0,RENT,7500.0,EDUCATION,8.0,0.15,6.0,651.0,Yes,1,Rejected
29-11-2003,Dylan Gabriel Vinha,22.0,female,BSc,42605.0,3.0,RENT,9600.0,DEBTCONSOLIDATION,19.16,0.23,4.0,637.0,No,1,Approved
10-03-1991,Diego Jorge Roberto,34.0,female,Bachelor,191446.0,12.0,RENT,27326.0,HOMEIMPROVEMENT,17.17,0.14,10.0,691.0,No,1,Approved
11-10-1995,Éden Passeiro,30.0,male,High School,64463.0,7.0,RENT,2400.0,PERSONAL,9.62,0.04,7.0,643.0,Yes,1,Rejected
10-02-2003,Íris Lathoya Ratinho,22.0,male,Associate,38556.0,0.0,MORTGAGE,2000.0,MEDICAL,7.29,0.05,3.0,654.0,No,1,Rejected
06-07-1997,Kataleya Saldanha,28.0,male,High School,82611.0,9.0,RENT,9061.0,MEDICAL,13.36,0.11,5.0,528.0,Yes,1,Rejected
23-04-1998,Ellie Garruco,27.0,male,Associate,63262.0,6.0,RENT,26000.0,MEDICAL,10.99,0.41,10.0,653.0,No,1,Pending
04-04-1999,Mark Valentin Gião,26.0,female,Master,169055.0,4.0,RENT,8400.0,VENTURE,12.53,0.05,2.0,703.0,No,1,Rejected
04-02-2000,Castra Olim,25.0,Men,Associate,145287.0,1.0,MORTGAGE,13249.0,PERSONAL,10.24,0.09,4.0,667.0,Yes,1,Pending
12-07-1995,Joaquim Eduardo Cerejo,30.0,male,Associate,217312.0,11.0,MORTGAGE,28000.0,PERSONAL,10.65,0.13,6.0,673.0,Yes,1,Rejected
23-07-1999,Francisco Mateus São Pedro,26.0,male,Bachelor,44742.0,5.0,RENT,7800.0,VENTURE,14.27,0.17,2.0,680.0,Yes,1,Rejected
15-02-2004,Keira Shailesh Repas,21.0,male,Associate,100386.0,0.0,MORTGAGE,8500.0,MDICAL,8.0,0.08,4.0,643.0,Yes,1,Rejected
09-02-1998,Joana Bem Bugalhão,27.0,male,Master,41615.0,4.0,RENT,5000.0,MEDICAL,12.87,0.12,6.0,609.0,Yes,1,Rejected
20-09-1996,Vinson Paramos,29.0,female,High School,48721.0,3.0,OWNERSHIP,5000.0,MEDICAL,5.42,0.1,10.0,595.0,Yes,1,Rejected
10-08-2000,Vicente Gil Garruco,25.0,male,Master,72693.0,2.0,MRTG,16800.0,EDUCATION,14.28,0.23,4.0,630.0,Yes,1,Rejected
12-05-1993,Fátima Maria Souzinha,32.0,female,Doctorate,61814.0,10.0,RNT,4090.0,PERSONAL,10.52,0.07,8.0,725.0,No,1,Approved
15-10-2000,Bernardo Jorge Nóbrega,25.0,female,Bachelor,222973.0,2.0,RENT,15000.0,VENTURE,15.27,0.07,2.0,652.0,Yes,1,Pending
10-11-1997,Floriosa Calvete,28.0,female,High School,14898.0,6.0,OWN,2077.0,EDU,7.77,0.14,6.0,698.0,No,1,Approved
18-10-1979,Curry Dobreiro,46.0,Woman,High School,216903.0,24.0,MORTGAGE,18000.0,VENTURE,9.91,0.08,11.0,649.0,No,1,Rejected
08-08-1999,Elcieny Berdianç,26.0,female,High School,42121.0,8.0,RENT,6400.0,HOMEIMPROVEMENT,17.49,0.15,3.0,553.0,No,1,Approved
13-07-2000,Maria Santinha Meda,25.0,female,Associate,29751.0,1.0,RENT,13250.0,VENTURE,10.37,0.45,2.0,654.0,No,1,Approved
11-10-2001,João Augusto Casalta,24.0,Woman,Associate,107939.0,2.0,MORTGAGE,12549.0,PERSONL,13.56,0.12,4.0,664.0,No,1,Approved
08-04-1999,Mauro Emanuell Alvadia,26.0,M,Bachelor,61348.0,3.0,RENT,10000.0,PERSONAL,7.33,0.16,3.0,652.0,No,1,Pending
